,dates,water use,gas usage,driving distance,trash production,plane travel
0,2024-09-13 18:37:21.527321,53.576075889342555,56.787141014027135,37.17839730578826,43.35006137931488,18.416750710255773
1,2024-09-12 18:37:21.527321,21.08185935956815,199.96309137301938,78.6714083034025,41.02856547070628,27.981844169856004
2,2024-09-11 18:37:21.527321,60.084359127351235,155.22618623173355,80.78618449941172,34.33769823197876,18.432949256847593
3,2024-09-10 18:37:21.527321,31.685987913897844,122.10852519077675,76.15598433606516,63.59813935305763,4.877575186455136
4,2024-09-09 18:37:21.527321,31.511825766258752,92.77160289775078,51.71172050042356,64.1135160749794,9.491716056329912
5,2024-09-08 18:37:21.527321,57.600143726990694,134.25911481379313,56.11299455181742,53.81970874775919,17.387664342434114
6,2024-09-07 18:37:21.527321,23.0191651779746,132.09101483331045,88.88295300486459,43.719516631537445,23.388306190752076
7,2024-09-06 18:37:21.527321,49.329090384467065,74.55466789214739,64.54312374606907,30.455721716057468,26.90313694998072
8,2024-09-05 18:37:21.527321,25.441448792744918,112.31221029976777,92.49385374660193,40.72280232983422,10.333682803296426
9,2024-09-04 18:37:21.527321,52.68708469239305,134.2817332318453,89.16335089142899,30.95518789101284,5.804265590719563
10,2024-09-03 18:37:21.527321,20.107775147820142,64.65429781083125,93.3947140110033,64.60035979661038,18.659714124032206
11,2024-09-02 18:37:21.527321,62.68932560508594,89.4313010045731,40.559860324305625,25.692201495900367,27.130606567851785
12,2024-09-01 18:37:21.527321,52.35847678479601,105.6041292430454,54.789015148673485,68.47213032181097,4.673996897395632
13,2024-08-31 18:37:21.527321,24.9434211829896,125.64494736774566,74.70186593545756,33.564284455565414,19.146970257303614
14,2024-08-30 18:37:21.527321,37.02755806097235,193.79732537768123,98.38077085806225,38.325968558951566,9.78368332497659
15,2024-08-29 18:37:21.527321,41.73432960780215,191.77155569176125,50.714398139156984,59.56796172896934,5.53657784071583
16,2024-08-28 18:37:21.527321,50.006679360619984,100.88875232477885,68.15715352069199,29.756403512739418,28.476750723466655
17,2024-08-27 18:37:21.527321,28.806849733695437,122.88063046912387,40.996194641042905,55.3313145254205,7.4579869334784075
18,2024-08-26 18:37:21.527321,65.56151732968803,70.31314341818536,44.24590913484212,37.54413001649138,13.552051160661685
19,2024-08-25 18:37:21.527321,59.15053592383479,64.96951816263656,53.81383721227941,62.461901539373315,6.1617112791936375
20,2024-08-24 18:37:21.527321,31.663514926209007,126.6714318951087,88.24628017744976,56.7638089578163,19.39023849653477
21,2024-08-23 18:37:21.527321,31.876185917087945,101.80492836890306,32.33084386979785,55.902943611095225,11.600888359478937
22,2024-08-22 18:37:21.527321,52.46898777242931,189.40517499027303,35.33773684266717,50.810399850641225,20.427966742597178
23,2024-08-21 18:37:21.527321,47.94601924440934,80.09832347388108,56.42218653831356,60.63297171580116,8.641977043374766
24,2024-08-20 18:37:21.527321,44.60153604959875,108.917275164109,89.73193733056848,62.33073035299581,18.581024871845642
25,2024-08-19 18:37:21.527321,47.15774435227475,53.461645489919356,65.46106414953647,52.767761997237095,9.891105151980144
26,2024-08-18 18:37:21.527321,44.90717125950379,173.0411967176897,97.43254056197593,51.71424852247102,14.827615131104576
27,2024-08-17 18:37:21.527321,51.101344715710084,64.20549666567092,88.24933454217671,38.394712257117234,15.459353810419037
28,2024-08-16 18:37:21.527321,56.62503472280488,118.44108815642035,30.516387466419832,45.36749246248344,5.46764596953358
29,2024-08-15 18:37:21.527321,44.89519646443303,61.245287128688254,32.63366346907952,63.3935519201605,6.542677954321588
30,2024-08-14 18:37:21.527321,56.43419278547347,103.78313106857021,87.85306076460164,68.04397894606078,28.30725760306578
31,2024-08-13 18:37:21.527321,29.89969524247011,184.33491290040715,70.26154803413976,22.636800039975423,14.956675535731355
32,2024-08-12 18:37:21.527321,44.547589647208234,141.88046048964353,61.542316123873924,62.12811180233656,9.767710573428811
